time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1039.41296386718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290.51428222656,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,874.075805664062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1201.89038085937,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1237.26208496093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2028.96203613281,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1017.33728027343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1646.111328125,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,944.412841796875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1523.83264160156,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1741.82556152343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3460.54809570312,0,0,0,0,0
9,1328.22778320312,0,0,0,0,0,0,0,0,0,0,1043.74450683593,0,0,0,0,0,2119.39770507812,0,0,0,0,0,0,0,0,0,0,1980.79235839843,0,0,0,0,0
10,404.504150390625,0,0,0,0,0,0,0,0,0,0,1704.51403808593,0,0,0,0,0,576.396179199218,0,0,0,0,0,0,0,0,0,0,3473.44921875,0,0,0,0,0
11,370.199981689453,0,0,0,0,0,0,0,0,0,0,975.140014648437,0,0,0,0,0,489.079193115234,0,0,0,0,0,0,0,0,0,0,1913.06970214843,0,0,0,0,0
12,413.922241210937,0,0,0,0,0,0,0,0,0,0,1625.04846191406,0,0,0,0,0,506.332427978515,0,0,0,0,0,0,0,0,0,0,3274.57421875,0,0,0,0,0
