time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,2010.49719238281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3374.06958007812,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1864.90258789062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3570.51635742187,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,2470.5419921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5672.62353515625,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1007.87811279296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2138.64013671875,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1330.05041503906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711.23828125,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1434.09326171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2801.6689453125,0,0,0,0,0
9,1447.60522460937,0,0,0,0,0,0,0,0,0,0,1185.71850585937,0,0,0,0,0,2459.77026367187,0,0,0,0,0,0,0,0,0,0,2242.736328125,0,0,0,0,0
10,622.632751464843,0,0,0,0,0,0,0,0,0,0,1450.06396484375,0,0,0,0,0,929.789489746093,0,0,0,0,0,0,0,0,0,0,2711.73486328125,0,0,0,0,0
11,337.313354492187,0,0,0,0,0,0,0,0,0,0,1387.84594726562,0,0,0,0,0,472.951782226562,0,0,0,0,0,0,0,0,0,0,2584.68041992187,0,0,0,0,0
12,770.503601074218,0,0,0,0,0,0,0,0,0,0,1297.75329589843,0,0,0,0,0,1024.38513183593,0,0,0,0,0,0,0,0,0,0,2410.59692382812,0,0,0,0,0
