time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1629.93017578125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2500.4765625,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1891.62182617187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3575.75317382812,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1957.15869140625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4061.12866210937,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1016.00311279296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997.10876464843,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,838.002502441406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1613.126953125,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1169.35400390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2153.40356445312,0,0,0,0,0
9,709.385070800781,0,0,0,0,0,0,0,0,0,0,1868.52111816406,0,0,0,0,0,654.201416015625,0,0,0,0,0,0,0,0,0,0,3681.77880859375,0,0,0,0,0
10,513.231262207031,0,0,0,0,0,0,0,0,0,0,990.980529785156,0,0,0,0,0,498.725891113281,0,0,0,0,0,0,0,0,0,0,1888.64929199218,0,0,0,0,0
11,485.907470703125,0,0,0,0,0,0,0,0,0,0,989.629638671875,0,0,0,0,0,491.84683227539,0,0,0,0,0,0,0,0,0,0,1859.87109375,0,0,0,0,0
12,568.079895019531,0,0,0,0,0,0,0,0,0,0,744.532958984375,0,0,0,0,0,672.918762207031,0,0,0,0,0,0,0,0,0,0,1388.74072265625,0,0,0,0,0
