time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1686.80871582031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626.23974609375,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1885.20202636718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3568.68115234375,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1444.9541015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2672.16015625,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1221.61254882812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2198.67993164062,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1585.92150878906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3104.31860351562,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,2012.39575195312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4477.71484375,0,0,0,0,0
9,1581.96850585937,0,0,0,0,0,0,0,0,0,0,1735.04296875,0,0,0,0,0,3197.61010742187,0,0,0,0,0,0,0,0,0,0,3758.50170898437,0,0,0,0,0
10,414.906951904296,0,0,0,0,0,0,0,0,0,0,861.022094726562,0,0,0,0,0,762.518249511718,0,0,0,0,0,0,0,0,0,0,1799.25646972656,0,0,0,0,0
11,288.041351318359,0,0,0,0,0,0,0,0,0,0,1648.92370605468,0,0,0,0,0,505.031066894531,0,0,0,0,0,0,0,0,0,0,3393.87329101562,0,0,0,0,0
12,747.345275878906,0,0,0,0,0,0,0,0,0,0,1745.80139160156,0,0,0,0,0,1177.87463378906,0,0,0,0,0,0,0,0,0,0,3713.72412109375,0,0,0,0,0
