time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,2451.66625976562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4485.087890625,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,976.56201171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1661.93530273437,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1386.99829101562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325.96850585937,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,983.13427734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1628.24340820312,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1284.76306152343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204.75390625,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1910.70495605468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3980.60668945312,0,0,0,0,0
9,1470.85180664062,0,0,0,0,0,0,0,0,0,0,1755.40258789062,0,0,0,0,0,2528.87719726562,0,0,0,0,0,0,0,0,0,0,3741.59423828125,0,0,0,0,0
10,759.303466796875,0,0,0,0,0,0,0,0,0,0,1970.33325195312,0,0,0,0,0,1168.29064941406,0,0,0,0,0,0,0,0,0,0,4497.28076171875,0,0,0,0,0
11,632.20703125,0,0,0,0,0,0,0,0,0,0,1764.25891113281,0,0,0,0,0,907.915893554687,0,0,0,0,0,0,0,0,0,0,3942.99829101562,0,0,0,0,0
12,580.161682128906,0,0,0,0,0,0,0,0,0,0,1869.93676757812,0,0,0,0,0,792.7841796875,0,0,0,0,0,0,0,0,0,0,4304.837890625,0,0,0,0,0
