time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,2091.44165039062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3571.025390625,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,2019.37707519531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4009.8466796875,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1166.12634277343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2180.26293945312,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,803.030029296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465.79345703125,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,906.005249023437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1602.45263671875,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,923.549499511718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1581.05871582031,0,0,0,0,0
9,1428.84729003906,0,0,0,0,0,0,0,0,0,0,1232.51940917968,0,0,0,0,0,2405.21752929687,0,0,0,0,0,0,0,0,0,0,2052.48095703125,0,0,0,0,0
10,825.168151855468,0,0,0,0,0,0,0,0,0,0,1925.4462890625,0,0,0,0,0,1268.82836914062,0,0,0,0,0,0,0,0,0,0,3832.91479492187,0,0,0,0,0
11,516.260375976562,0,0,0,0,0,0,0,0,0,0,623.814636230468,0,0,0,0,0,751.573059082031,0,0,0,0,0,0,0,0,0,0,1208.69165039062,0,0,0,0,0
12,642.823547363281,0,0,0,0,0,0,0,0,0,0,793.830627441406,0,0,0,0,0,888.038024902343,0,0,0,0,0,0,0,0,0,0,1534.20751953125,0,0,0,0,0
