time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,2389.04321289062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4322.77880859375,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,2209.14672851562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4609.919921875,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,2184.86157226562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4838.751953125,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1698.41638183593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3562.7578125,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,2079.52416992187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4676.806640625,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1279.00415039062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2736.34130859375,0,0,0,0,0
9,1544.16833496093,0,0,0,0,0,0,0,0,0,0,1576.10656738281,0,0,0,0,0,3067.36865234375,0,0,0,0,0,0,0,0,0,0,3275.2265625,0,0,0,0,0
10,549.789794921875,0,0,0,0,0,0,0,0,0,0,1613.25720214843,0,0,0,0,0,976.961181640625,0,0,0,0,0,0,0,0,0,0,3290.15112304687,0,0,0,0,0
11,468.714416503906,0,0,0,0,0,0,0,0,0,0,1446.52282714843,0,0,0,0,0,771.829833984375,0,0,0,0,0,0,0,0,0,0,2898.37744140625,0,0,0,0,0
12,536.530944824218,0,0,0,0,0,0,0,0,0,0,1350.66625976562,0,0,0,0,0,816.3525390625,0,0,0,0,0,0,0,0,0,0,2670.11767578125,0,0,0,0,0
