time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1288.41076660156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768.59216308593,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1927.73913574218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3619.7236328125,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,2391.90185546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5361.42138671875,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1917.28356933593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4162.138671875,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1585.3935546875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3297.38354492187,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1528.00048828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100.74853515625,0,0,0,0,0
9,1188.19470214843,0,0,0,0,0,0,0,0,0,0,1761.39306640625,0,0,0,0,0,1746.02233886718,0,0,0,0,0,0,0,0,0,0,3734.72680664062,0,0,0,0,0
10,417.867645263671,0,0,0,0,0,0,0,0,0,0,1191.60595703125,0,0,0,0,0,544.414306640625,0,0,0,0,0,0,0,0,0,0,2450.6103515625,0,0,0,0,0
11,290.934753417968,0,0,0,0,0,0,0,0,0,0,1591.43811035156,0,0,0,0,0,353.850128173828,0,0,0,0,0,0,0,0,0,0,3233.62573242187,0,0,0,0,0
12,678.909362792968,0,0,0,0,0,0,0,0,0,0,738.4306640625,0,0,0,0,0,779.954223632812,0,0,0,0,0,0,0,0,0,0,1462.06982421875,0,0,0,0,0
