time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,2385.09423828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4312.5966796875,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1463.63830566406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2594.32788085937,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,2332.3759765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5126.9833984375,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1517.71508789062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3102.89526367187,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1978.00012207031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4267.27392578125,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1236.73767089843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2557.4814453125,0,0,0,0,0
9,686.793640136718,0,0,0,0,0,0,0,0,0,0,753.757263183593,0,0,0,0,0,613.239501953125,0,0,0,0,0,0,0,0,0,0,1525.36486816406,0,0,0,0,0
10,564.78515625,0,0,0,0,0,0,0,0,0,0,1873.03015136718,0,0,0,0,0,586.96826171875,0,0,0,0,0,0,0,0,0,0,3748.68017578125,0,0,0,0,0
11,636.499938964843,0,0,0,0,0,0,0,0,0,0,1091.27087402343,0,0,0,0,0,794.506286621093,0,0,0,0,0,0,0,0,0,0,2116.73510742187,0,0,0,0,0
12,756.661682128906,0,0,0,0,0,0,0,0,0,0,1070.83483886718,0,0,0,0,0,1120.58459472656,0,0,0,0,0,0,0,0,0,0,2049.68041992187,0,0,0,0,0
