time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1885.43859863281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3077.73291015625,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1964.76953125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3820.19360351562,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,2818.87036132812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6877.27490234375,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,949.083068847656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2106.57739257812,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,1668.01354980468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3536.7890625,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1767.91137695312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604.80004882812,0,0,0,0,0
9,1048.51977539062,0,0,0,0,0,0,0,0,0,0,1175.53454589843,0,0,0,0,0,1399.73291015625,0,0,0,0,0,0,0,0,0,0,2319.33251953125,0,0,0,0,0
10,705.208801269531,0,0,0,0,0,0,0,0,0,0,1937.76782226562,0,0,0,0,0,929.204956054687,0,0,0,0,0,0,0,0,0,0,3923.16015625,0,0,0,0,0
11,441.564025878906,0,0,0,0,0,0,0,0,0,0,895.611389160156,0,0,0,0,0,544.037170410156,0,0,0,0,0,0,0,0,0,0,1775.05126953125,0,0,0,0,0
12,334.233184814453,0,0,0,0,0,0,0,0,0,0,1867.79821777343,0,0,0,0,0,394.499053955078,0,0,0,0,0,0,0,0,0,0,3762.20849609375,0,0,0,0,0
