time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1014.44616699218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.66381835937,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,946.011291503906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1338.47998046875,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1304.14440917968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188.62866210937,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1736.54150390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3390.22778320312,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,827.474670410156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1562.47619628906,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1540.04138183593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2897.54248046875,0,0,0,0,0
9,567.630249023437,0,0,0,0,0,0,0,0,0,0,719.4755859375,0,0,0,0,0,415.078948974609,0,0,0,0,0,0,0,0,0,0,1335.45397949218,0,0,0,0,0
10,765.419128417968,0,0,0,0,0,0,0,0,0,0,1744.95776367187,0,0,0,0,0,969.356323242187,0,0,0,0,0,0,0,0,0,0,3438.78515625,0,0,0,0,0
11,478.055206298828,0,0,0,0,0,0,0,0,0,0,866.701416015625,0,0,0,0,0,548.642150878906,0,0,0,0,0,0,0,0,0,0,1650.34985351562,0,0,0,0,0
12,405.689666748046,0,0,0,0,0,0,0,0,0,0,834.203247070312,0,0,0,0,0,436.864990234375,0,0,0,0,0,0,0,0,0,0,1572.22546386718,0,0,0,0,0
