time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1657.228515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2560.72778320312,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1935.52514648437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3698.04321289062,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,1191.20532226562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157.27001953125,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1068.75146484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1867.92004394531,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,2044.79541015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4254.6455078125,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,1117.28503417968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2209.26000976562,0,0,0,0,0
9,1363.61791992187,0,0,0,0,0,0,0,0,0,0,1371.40283203125,0,0,0,0,0,2488.29125976562,0,0,0,0,0,0,0,0,0,0,2629.443359375,0,0,0,0,0
10,721.146789550781,0,0,0,0,0,0,0,0,0,0,1310.14733886718,0,0,0,0,0,1167.48181152343,0,0,0,0,0,0,0,0,0,0,2469.65771484375,0,0,0,0,0
11,651.917663574218,0,0,0,0,0,0,0,0,0,0,1730.05322265625,0,0,0,0,0,977.667175292968,0,0,0,0,0,0,0,0,0,0,3552.97412109375,0,0,0,0,0
12,272.597106933593,0,0,0,0,0,0,0,0,0,0,656.962829589843,0,0,0,0,0,393.521942138671,0,0,0,0,0,0,0,0,0,0,1311.86352539062,0,0,0,0,0
