time step,TS-010排水量,TS46-02排水量,TS46-03排水量,TS47-04排水量,TS47-05排水量,TS56-01排水量,TS56-02排水量,TS56-03排水量,TS56-04排水量,TS56-08排水量,TS5603D1排水量,TS57-01排水量,TS57-02排水量,TS57-03排水量,TS57-07排水量,TS57-09排水量,TS58-01排水量,TS-010产气量,TS46-02产气量,TS46-03产气量,TS47-04产气量,TS47-05产气量,TS56-01产气量,TS56-02产气量,TS56-03产气量,TS56-04产气量,TS56-08产气量,TS5603D1产气量,TS57-01产气量,TS57-02产气量,TS57-03产气量,TS57-07产气量,TS57-09产气量,TS58-01产气量
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,1758.97082519531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2788.00610351562,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,1711.4013671875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3135.0546875,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,2263.12426757812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4943.041015625,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,1624.49169921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3337.97021484375,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,906.626220703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1802.57653808593,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,2022.6455078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264.4130859375,0,0,0,0,0
9,1259.15637207031,0,0,0,0,0,0,0,0,0,0,1328.94079589843,0,0,0,0,0,1931.79943847656,0,0,0,0,0,0,0,0,0,0,2679.60815429687,0,0,0,0,0
10,689.967041015625,0,0,0,0,0,0,0,0,0,0,1422.18017578125,0,0,0,0,0,952.363159179687,0,0,0,0,0,0,0,0,0,0,2807.15869140625,0,0,0,0,0
11,796.799255371093,0,0,0,0,0,0,0,0,0,0,1569.42932128906,0,0,0,0,0,1181.17651367187,0,0,0,0,0,0,0,0,0,0,3114.9658203125,0,0,0,0,0
12,779.13525390625,0,0,0,0,0,0,0,0,0,0,1048.91101074218,0,0,0,0,0,1209.99328613281,0,0,0,0,0,0,0,0,0,0,2052.11767578125,0,0,0,0,0
